,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Arrival_hours,Arrival_minutes,Dept_hour,Dept_min,Total_Duration_time_in_minutes,Departure_Time
4865,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,4,25,17,30,655,1050
4866,SpiceJet,Delhi,Cochin,1,No info,5583,6,6,22,5,15,45,380,945
4867,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,19,0,11,30,450,690
4868,Jet Airways,Banglore,Delhi,0,No info,7229,6,5,8,45,6,0,165,360
4869,Vistara,Banglore,Delhi,0,No info,4668,9,6,23,50,21,0,170,1260
4870,IndiGo,Banglore,Delhi,0,No info,4990,18,4,21,20,18,25,175,1105
4871,IndiGo,Kolkata,Banglore,0,No info,6985,24,3,0,55,22,10,165,1330
4872,IndiGo,Banglore,Delhi,0,No info,4823,3,4,19,55,16,55,180,1015
4873,Vistara,Kolkata,Banglore,1,No info,9345,18,5,18,50,7,10,700,430
4874,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,16,20,14,5,1575,845
4875,Jet Airways,Delhi,Cochin,2,No info,14657,9,5,12,35,9,35,1620,575
4876,IndiGo,Delhi,Cochin,1,No info,6818,3,6,16,10,5,5,665,305
4877,Air India,Delhi,Cochin,2,No info,11543,15,5,7,40,5,55,1545,355
4878,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,24,3,0,10,22,45,85,1365
4879,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,16,20,18,55,1285,1135
4880,Jet Airways,Mumbai,Hyderabad,0,No info,8040,1,4,8,30,7,5,85,425
4881,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,20,45,8,25,740,505
4882,Jet Airways,Kolkata,Banglore,1,No info,14571,9,6,12,0,6,30,330,390
4883,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,12,35,16,0,1235,960
4884,Multiple carriers,Delhi,Cochin,1,No info,14848,12,6,19,15,10,0,555,600
4885,Multiple carriers,Delhi,Cochin,1,No info,8283,18,5,1,30,19,0,390,1140
4886,Jet Airways,Banglore,Delhi,0,No info,7229,21,4,18,10,15,15,175,915
4887,Multiple carriers,Delhi,Cochin,1,No info,8405,18,5,1,30,11,40,830,700
4888,Jet Airways,Delhi,Cochin,2,No info,19266,3,3,4,25,5,40,1365,340
4889,Air India,Delhi,Cochin,1,No info,11038,6,3,8,15,17,40,875,1060
4890,Jet Airways,Banglore,Delhi,0,No info,8016,12,6,22,0,18,55,185,1135
4891,SpiceJet,Chennai,Kolkata,0,No info,3384,21,3,20,5,17,45,140,1065
4892,IndiGo,Delhi,Cochin,1,No info,6573,9,4,1,30,18,35,415,1115
4893,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,4,25,9,40,1125,580
4894,IndiGo,Banglore,Delhi,0,No info,3943,27,6,2,20,23,30,170,1410
4895,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,24,3,12,15,22,50,805,1370
4896,IndiGo,Banglore,New Delhi,0,No info,6860,24,3,10,5,7,10,175,430
4897,IndiGo,Banglore,Delhi,0,No info,4823,12,5,21,20,18,25,175,1105
4898,Air India,Banglore,Delhi,0,No info,5228,6,5,19,45,17,0,165,1020
4899,Jet Airways,Kolkata,Banglore,1,No info,13364,1,4,19,50,14,5,345,845
4900,Jet Airways,Banglore,New Delhi,1,No info,13555,18,3,7,40,16,55,885,1015
4901,IndiGo,Chennai,Kolkata,0,No info,5277,6,3,0,25,22,5,140,1325
4902,Air India,Kolkata,Banglore,2,No info,13243,12,5,1,20,7,0,1100,420
4903,Multiple carriers,Delhi,Cochin,1,No info,9794,9,5,19,0,6,0,780,360
4904,Jet Airways,Banglore,Delhi,0,No info,8016,6,6,8,45,6,0,165,360
4905,Multiple carriers,Delhi,Cochin,1,No info,13377,1,6,1,30,17,30,480,1050
4906,Jet Airways,Kolkata,Banglore,1,No info,12692,9,6,22,5,17,0,1745,1020
4907,Air India,Kolkata,Banglore,2,No info,10697,6,6,18,30,8,20,610,500
4908,SpiceJet,Chennai,Kolkata,0,No info,3384,27,3,12,5,9,30,155,570
4909,IndiGo,Delhi,Cochin,1,No info,6734,9,5,22,30,6,50,940,410
4910,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,9,20,20,0,800,1200
4911,Air India,Banglore,Delhi,0,No info,5228,24,5,23,55,21,5,170,1265
4912,Air India,Kolkata,Banglore,1,No info,8891,24,5,11,10,9,25,1545,565
4913,IndiGo,Chennai,Kolkata,0,No info,3384,27,3,10,15,7,55,140,475
4914,Multiple carriers,Delhi,Cochin,1,No info,17057,3,3,21,0,8,0,780,480
4915,IndiGo,Kolkata,Banglore,1,No info,3480,3,4,23,45,19,20,265,1160
4916,SpiceJet,Banglore,Delhi,0,No info,4423,3,5,12,20,9,30,170,570
4917,Jet Airways,Kolkata,Banglore,1,No info,14178,9,6,4,40,6,30,1330,390
4918,SpiceJet,Delhi,Cochin,1,No check-in baggage included,4760,24,6,13,15,8,45,270,525
4919,Jet Airways,Kolkata,Banglore,1,No info,14151,1,4,9,45,20,25,800,1225
4920,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,16,20,20,0,1220,1200
4921,Jet Airways,Delhi,Cochin,0,In-flight meal not included,4886,3,4,14,15,11,0,195,660
4922,Air Asia,Kolkata,Banglore,0,No info,3807,21,6,12,55,10,20,155,620
4923,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,7,15,4,40,155,280
4924,IndiGo,Banglore,New Delhi,1,No info,5694,9,3,12,20,7,30,290,450
4925,Multiple carriers,Delhi,Cochin,1,No info,10197,24,5,19,0,9,0,600,540
4926,IndiGo,Banglore,Delhi,0,No info,4077,15,6,2,20,23,30,170,1410
4927,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,18,15,6,30,705,390
4928,IndiGo,Kolkata,Banglore,0,No info,5224,9,5,14,5,11,30,155,690
4929,IndiGo,Kolkata,Banglore,0,No info,4804,24,4,0,5,21,25,160,1285
4930,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,21,5,4,40,6,30,1330,390
4931,Air India,Kolkata,Banglore,1,No info,7662,21,5,13,15,12,0,1515,720
4932,Jet Airways,Delhi,Cochin,1,No info,18550,3,3,18,50,9,55,535,595
4933,Vistara,Kolkata,Banglore,1,No info,8610,12,6,23,25,17,0,385,1020
4934,Jet Airways,Banglore,Delhi,0,No info,7229,1,5,10,10,7,10,180,430
4935,Air India,Kolkata,Banglore,2,No info,12009,6,6,5,25,10,0,1165,600
4936,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,21,5,17,0,1685,1020
4937,Air India,Delhi,Cochin,0,No info,4729,9,4,8,0,5,10,170,310
4938,Air India,Delhi,Cochin,0,No info,7931,3,3,8,0,5,10,170,310
4939,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,12,35,11,30,1505,690
4940,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,4,25,6,50,1295,410
4941,Jet Airways,Delhi,Cochin,2,No info,13292,3,6,19,0,21,25,1295,1285
4942,Multiple carriers,Delhi,Cochin,1,No info,7618,27,5,21,0,8,0,780,480
4943,Multiple carriers,Delhi,Cochin,1,No info,13377,15,6,1,30,18,15,435,1095
4944,Air Asia,Kolkata,Banglore,1,No info,5192,12,6,23,30,7,35,955,455
4945,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7268,24,6,19,15,11,40,455,700
4946,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,24,5,9,45,20,25,800,1225
4947,IndiGo,Banglore,New Delhi,0,No info,5694,15,3,6,50,4,0,170,240
4948,Jet Airways,Banglore,New Delhi,2,No info,16338,18,3,15,55,8,55,420,535
4949,Multiple carriers,Delhi,Cochin,1,No info,7198,6,6,1,30,13,0,750,780
4950,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,21,3,18,50,8,0,650,480
4951,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,3,6,21,5,19,35,90,1175
4952,SpiceJet,Kolkata,Banglore,0,No info,3873,18,6,9,30,6,55,155,415
4953,Air Asia,Banglore,Delhi,0,No info,4483,21,4,13,55,11,10,165,670
4954,Air Asia,Delhi,Cochin,1,No info,6752,15,5,22,25,16,45,340,1005
4955,IndiGo,Banglore,Delhi,0,No info,4823,12,4,10,5,7,10,175,430
4956,Air India,Kolkata,Banglore,1,No info,10203,6,5,8,55,20,30,745,1230
4957,SpiceJet,Kolkata,Banglore,0,No info,3873,18,5,0,40,22,20,140,1340
4958,SpiceJet,Mumbai,Hyderabad,0,No info,2017,27,3,14,30,13,10,80,790
4959,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,6,6,4,40,8,25,1215,505
4960,Jet Airways,Banglore,New Delhi,1,1 Long layover,31825,1,3,10,25,22,50,695,1370
4961,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,4,25,2,15,1570,135
4962,IndiGo,Delhi,Cochin,1,No info,6593,1,6,1,30,20,25,305,1225
4963,SpiceJet,Banglore,Delhi,0,No info,3971,24,6,0,5,21,10,175,1270
4964,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,18,50,19,15,1415,1155
4965,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1,5,9,45,9,35,1450,575
4966,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,21,5,20,45,17,45,180,1065
4967,Multiple carriers,Delhi,Cochin,1,No info,13587,12,6,21,0,14,0,420,840
4968,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1,5,18,0,20,25,1295,1225
4969,Air Asia,Delhi,Cochin,1,No info,6253,15,6,7,10,20,45,625,1245
4970,Air Asia,Kolkata,Banglore,1,No info,5192,15,4,23,30,7,35,955,455
4971,Air India,Kolkata,Banglore,2,No info,16372,1,5,13,45,9,25,1700,565
4972,Vistara,Banglore,Delhi,0,No info,5403,24,4,14,20,11,30,170,690
4973,Multiple carriers,Delhi,Cochin,1,No info,11200,27,3,18,50,11,30,440,690
4974,IndiGo,Chennai,Kolkata,0,No info,3858,12,6,14,0,11,35,145,695
4975,IndiGo,Kolkata,Banglore,0,No info,4174,6,4,18,5,15,30,155,930
4976,Air India,Delhi,Cochin,0,No info,5411,27,4,21,10,18,5,185,1085
4977,IndiGo,Mumbai,Hyderabad,0,No info,3175,15,5,18,25,16,55,90,1015
4978,IndiGo,Chennai,Kolkata,0,No info,3858,24,5,17,5,14,45,140,885
4979,Jet Airways,Kolkata,Banglore,1,No info,13941,1,5,4,40,20,0,520,1200
4980,Air India,Delhi,Cochin,2,No info,12182,15,6,19,15,13,15,1800,795
4981,IndiGo,Banglore,Delhi,0,No info,4990,21,6,19,55,16,55,180,1015
4982,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,9,6,22,5,20,25,1540,1225
4983,IndiGo,Banglore,New Delhi,0,No info,6860,9,3,13,0,10,5,175,605
4984,Vistara,Delhi,Cochin,0,No info,8001,6,3,17,50,14,55,175,895
4985,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,19,0,22,50,1210,1370
4986,Vistara,Kolkata,Banglore,1,No info,8085,6,5,23,25,17,0,385,1020
4987,IndiGo,Banglore,Delhi,0,No info,3419,27,6,3,15,0,25,170,25
4988,IndiGo,Kolkata,Banglore,0,No info,6565,24,3,20,0,17,15,165,1035
4989,Jet Airways,Delhi,Cochin,2,In-flight meal not included,9254,27,3,18,50,5,25,805,325
4990,Air Asia,Kolkata,Banglore,1,No info,6857,6,6,10,30,6,50,220,410
4991,Air India,Kolkata,Banglore,2,No info,12140,12,5,1,20,7,0,1100,420
4992,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,6,11,25,9,0,145,540
4993,Jet Airways,Kolkata,Banglore,1,No info,14781,6,5,19,50,8,25,685,505
4994,Air India,Delhi,Cochin,1,No info,8372,18,5,7,40,10,0,1300,600
4995,Air India,Kolkata,Banglore,3,No info,8607,1,4,23,15,16,45,1830,1005
4996,Multiple carriers,Delhi,Cochin,1,No info,13587,24,6,21,0,10,0,660,600
4997,Jet Airways,Delhi,Cochin,1,No info,15554,18,5,4,25,20,55,450,1255
4998,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,19,50,21,10,1360,1270
4999,IndiGo,Mumbai,Hyderabad,0,No info,4392,24,5,13,30,12,0,90,720
5000,Air India,Banglore,Delhi,0,No info,6961,27,5,19,45,17,0,165,1020
5001,Air India,Delhi,Cochin,1,No info,8907,18,5,23,0,9,45,795,585
5002,IndiGo,Delhi,Cochin,1,No info,6442,15,6,22,30,8,35,835,515
5003,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,15,5,23,35,14,5,570,845
5004,Air India,Delhi,Cochin,2,No info,13486,15,5,19,15,12,55,1820,775
5005,Air India,Mumbai,Hyderabad,0,No info,3100,6,6,20,45,19,30,75,1170
5006,Jet Airways,Delhi,Cochin,2,In-flight meal not included,15812,6,3,4,25,17,55,2070,1075
5007,Air India,Delhi,Cochin,0,No info,5201,24,4,21,10,18,5,185,1085
5008,IndiGo,Delhi,Cochin,2,No info,9413,3,3,21,20,7,35,825,455
5009,Air India,Delhi,Cochin,2,No info,13591,6,6,19,15,20,15,1380,1215
5010,Jet Airways,Mumbai,Hyderabad,0,No info,5678,1,6,4,20,2,55,85,175
5011,Air India,Banglore,New Delhi,1,No info,6781,3,3,23,10,8,15,895,495
5012,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,11,25,18,40,1005,1120
5013,Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,9,3,18,50,16,0,1610,960
5014,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,9,5,9,45,20,25,800,1225
5015,Multiple carriers,Delhi,Cochin,1,No info,13727,15,5,1,30,17,30,480,1050
5016,Multiple carriers,Delhi,Cochin,1,No info,7408,24,6,21,0,13,0,480,780
5017,Jet Airways,Banglore,New Delhi,1,No info,20800,1,3,11,25,14,5,1280,845
5018,Air India,Delhi,Cochin,2,No info,11911,3,6,7,40,13,20,1100,800
5019,Vistara,Banglore,Delhi,0,No info,5403,3,4,9,40,7,0,160,420
5020,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13469,6,6,19,10,9,35,575,575
5021,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11270,6,6,12,35,21,25,910,1285
5022,Air Asia,Delhi,Cochin,1,No info,6152,24,6,6,35,20,45,590,1245
5023,Jet Airways,Delhi,Cochin,1,No info,12452,27,3,4,25,8,0,1225,480
5024,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,16,20,16,30,1430,990
5025,IndiGo,Delhi,Cochin,1,No info,8216,18,5,22,30,11,55,635,715
5026,Jet Airways,Kolkata,Banglore,1,No info,13626,12,6,19,50,6,30,800,390
5027,Multiple carriers,Delhi,Cochin,2,No info,7084,6,3,21,20,7,5,855,425
5028,Multiple carriers,Delhi,Cochin,1,No info,7575,9,5,19,15,4,55,860,295
5029,Air India,Banglore,New Delhi,1,No info,6781,3,3,8,50,8,15,1475,495
5030,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,6,6,10,10,7,10,180,430
5031,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2385,15,3,7,5,5,45,80,345
5032,Multiple carriers,Delhi,Cochin,1,No info,9385,18,5,21,0,13,0,480,780
5033,GoAir,Banglore,Delhi,0,No info,5048,18,4,10,40,7,45,175,465
5034,IndiGo,Delhi,Cochin,1,No info,5058,12,6,1,30,20,25,305,1225
5035,Multiple carriers Premium economy,Delhi,Cochin,1,No info,11269,21,3,13,20,6,0,440,360
5036,Multiple carriers,Delhi,Cochin,1,No info,7363,9,4,1,30,19,0,390,1140
5037,Jet Airways,Delhi,Cochin,1,No info,15764,6,3,4,25,15,5,800,905
5038,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,4,25,10,0,1105,600
5039,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,3,6,12,35,14,35,1320,875
5040,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,19,0,17,30,1530,1050
5041,Air India,Kolkata,Banglore,2,No info,11883,6,5,23,15,5,50,1045,350
5042,SpiceJet,Kolkata,Banglore,0,No info,3847,21,3,0,40,22,20,140,1340
5043,Jet Airways,Mumbai,Hyderabad,0,No info,5678,12,6,21,5,19,35,90,1175
5044,Vistara,Kolkata,Banglore,1,No info,8662,12,5,22,40,7,10,930,430
5045,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,4,25,14,0,865,840
5046,SpiceJet,Banglore,Delhi,0,No info,4423,12,5,0,5,21,10,175,1270
5047,Air India,Delhi,Cochin,1,No info,8991,12,6,8,15,17,40,875,1060
5048,SpiceJet,Delhi,Cochin,1,No info,5409,15,5,22,50,17,55,295,1075
5049,IndiGo,Delhi,Cochin,1,No info,6442,27,4,16,10,8,35,455,515
5050,Air India,Kolkata,Banglore,2,No info,9941,24,5,21,50,12,0,590,720
5051,IndiGo,Delhi,Cochin,2,No info,6494,21,3,21,20,6,40,880,400
5052,Multiple carriers,Delhi,Cochin,1,No info,7198,24,6,1,30,17,0,510,1020
5053,SpiceJet,Banglore,New Delhi,0,No info,7110,9,3,8,35,5,45,170,345
5054,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,9,30,18,55,875,1135
5055,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,22,55,20,20,155,1220
5056,IndiGo,Banglore,Delhi,0,No info,4823,15,6,10,5,7,10,175,430
5057,Jet Airways,Kolkata,Banglore,1,No info,14151,12,5,19,10,9,35,575,575
5058,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,10791,27,6,19,0,6,0,780,360
5059,Vistara,Kolkata,Banglore,1,No info,7980,1,4,9,5,7,10,1555,430
5060,Air India,Delhi,Cochin,1,No info,6587,27,4,6,50,5,15,1535,315
5061,Vistara,Chennai,Kolkata,0,No info,3687,6,5,9,20,7,5,135,425
5062,Air India,Delhi,Cochin,2,No info,13307,15,5,19,15,18,45,1470,1125
5063,Air India,Mumbai,Hyderabad,0,No info,2050,24,3,16,25,15,0,85,900
5064,Multiple carriers,Delhi,Cochin,1,No info,10197,9,5,19,0,9,0,600,540
5065,Vistara,Banglore,Delhi,0,No info,4668,24,6,23,50,21,0,170,1260
5066,IndiGo,Banglore,Delhi,0,No info,4990,24,5,15,50,13,0,170,780
5067,IndiGo,Mumbai,Hyderabad,0,No info,4049,24,5,7,55,6,25,90,385
5068,Multiple carriers,Delhi,Cochin,1,No info,7933,15,6,21,0,9,0,720,540
5069,IndiGo,Mumbai,Hyderabad,0,No info,4049,6,5,10,40,9,10,90,550
5070,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6645,27,3,4,25,7,5,1280,425
5071,Jet Airways,Mumbai,Hyderabad,0,No info,8040,18,6,10,15,8,45,90,525
5072,Multiple carriers,Delhi,Cochin,1,No info,8098,21,3,1,35,13,0,755,780
5073,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,19,0,2,15,1005,135
5074,Jet Airways,Banglore,New Delhi,1,No info,12284,18,3,7,40,18,40,780,1120
5075,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,19,0,15,0,1680,900
5076,IndiGo,Banglore,Delhi,0,No info,4990,12,4,22,50,20,0,170,1200
5077,Air India,Banglore,New Delhi,2,No info,12568,18,3,10,35,17,25,1030,1045
5078,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11841,6,5,23,35,14,5,570,845
5079,Jet Airways,Delhi,Cochin,1,No info,18371,15,6,12,35,2,15,620,135
5080,SpiceJet,Banglore,New Delhi,1,No info,23267,1,3,18,15,10,20,475,620
5081,Jet Airways,Kolkata,Banglore,1,No info,13067,1,5,23,35,9,35,840,575
5082,IndiGo,Chennai,Kolkata,0,No info,5277,21,6,0,25,22,5,140,1325
5083,Air India,Delhi,Cochin,2,No info,13879,27,5,7,40,17,15,865,1035
5084,IndiGo,Kolkata,Banglore,0,No info,4174,9,4,19,50,17,15,155,1035
5085,Air India,Delhi,Cochin,2,No info,10178,9,5,19,15,19,45,1410,1185
5086,Jet Airways,Delhi,Cochin,2,No info,13882,12,6,4,25,11,45,1000,705
5087,Vistara,Banglore,Delhi,0,No info,4878,21,5,22,15,19,30,165,1170
5088,Vistara,Banglore,Delhi,0,No info,4668,27,6,12,35,9,45,170,585
5089,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,22,35,20,0,1595,1200
5090,Multiple carriers,Delhi,Cochin,1,No info,7005,27,6,21,0,8,45,735,525
5091,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,12,35,2,15,620,135
5092,Air India,Delhi,Cochin,1,No info,9929,15,6,19,15,3,50,925,230
5093,Jet Airways,Delhi,Cochin,1,No info,14714,1,6,19,0,10,0,540,600
5094,Air India,Delhi,Cochin,0,No info,6094,21,4,8,0,5,10,170,310
5095,Jet Airways,Banglore,New Delhi,1,No info,16736,6,3,23,0,11,40,680,700
5096,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,14,5,11,10,175,670
5097,Multiple carriers,Delhi,Cochin,1,No info,8882,18,5,12,35,4,55,460,295
5098,Multiple carriers,Delhi,Cochin,1,No info,10197,9,5,19,0,8,0,660,480
5099,IndiGo,Kolkata,Banglore,0,No info,4804,12,5,22,55,20,20,155,1220
5100,IndiGo,Delhi,Cochin,1,No info,13628,3,3,13,20,7,30,350,450
5101,Vistara,Delhi,Cochin,0,No info,6216,27,5,17,50,14,40,190,880
5102,Air India,Delhi,Cochin,1,No info,7480,21,5,6,50,5,15,1535,315
5103,Air India,Kolkata,Banglore,1,No info,11936,12,6,16,15,10,0,375,600
5104,SpiceJet,Chennai,Kolkata,0,No info,3859,18,3,10,35,8,20,135,500
5105,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,12,5,10,5,20,0,845,1200
5106,Vistara,Banglore,New Delhi,0,No info,21730,1,3,0,5,21,10,175,1270
5107,IndiGo,Delhi,Cochin,1,No info,6628,1,6,1,30,17,10,500,1030
5108,Air India,Kolkata,Banglore,2,No info,10151,1,5,7,55,12,0,1195,720
5109,Jet Airways,Kolkata,Banglore,1,No info,11467,21,5,14,25,17,0,1285,1020
5110,IndiGo,Delhi,Cochin,1,No info,7010,15,6,10,5,5,10,295,310
5111,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,20,45,17,45,180,1065
5112,IndiGo,Banglore,New Delhi,0,No info,8033,9,3,16,10,13,10,180,790
5113,Jet Airways,Banglore,Delhi,0,No info,7229,18,5,14,5,11,10,175,670
5114,IndiGo,Kolkata,Banglore,1,No info,6911,9,6,2,15,21,0,315,1260
5115,Jet Airways,Delhi,Cochin,2,No info,14300,27,6,19,0,20,0,1380,1200
5116,Air India,Kolkata,Banglore,2,No info,13033,9,6,1,20,7,0,1100,420
5117,IndiGo,Banglore,Delhi,0,No info,3943,24,5,6,50,4,0,170,240
5118,SpiceJet,Banglore,New Delhi,0,No info,6205,9,3,12,30,9,35,175,575
5119,IndiGo,Delhi,Cochin,1,No info,14871,6,3,21,0,11,30,570,690
5120,Jet Airways,Mumbai,Hyderabad,0,No info,5678,18,5,4,20,2,55,85,175
5121,Multiple carriers,Delhi,Cochin,1,No info,16108,1,6,19,15,11,30,465,690
5122,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,9,30,20,35,775,1235
5123,SpiceJet,Banglore,Delhi,0,No info,3311,12,5,8,35,5,55,160,355
5124,IndiGo,Kolkata,Banglore,0,No info,4174,12,4,14,5,11,30,155,690
5125,IndiGo,Banglore,Delhi,0,No info,4823,9,6,19,45,16,55,170,1015
5126,Air India,Banglore,New Delhi,1,No info,8425,9,3,13,20,22,0,920,1320
5127,Jet Airways,Banglore,Delhi,0,No info,7229,15,5,14,5,11,10,175,670
5128,GoAir,Delhi,Cochin,1,No info,5281,9,6,19,35,10,35,540,635
5129,Jet Airways,Delhi,Cochin,1,No info,17549,9,3,4,25,8,0,1225,480
5130,Multiple carriers,Delhi,Cochin,1,No info,13797,3,6,21,0,8,0,780,480
5131,IndiGo,Banglore,Delhi,0,No info,4823,12,4,11,20,8,30,170,510
5132,Air India,Delhi,Cochin,1,No info,7258,3,6,9,35,17,40,955,1060
5133,Multiple carriers,Delhi,Cochin,1,No info,18192,3,3,1,35,12,50,765,770
5134,Air India,Kolkata,Banglore,2,No info,13899,1,5,5,25,10,0,1165,600
5135,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,20,45,14,5,400,845
5136,Jet Airways,Kolkata,Banglore,1,No info,14151,12,5,9,45,9,35,1450,575
5137,Multiple carriers,Delhi,Cochin,1,No info,15147,6,3,1,35,15,15,620,915
5138,GoAir,Banglore,Delhi,0,No info,3898,15,6,10,40,7,45,175,465
5139,IndiGo,Delhi,Cochin,1,No info,6818,15,5,16,10,5,5,665,305
5140,Jet Airways,Kolkata,Banglore,1,No info,14781,15,5,12,0,16,30,1170,990
5141,Air Asia,Kolkata,Banglore,2,No info,5192,21,5,23,30,15,10,500,910
5142,Jet Airways,Delhi,Cochin,2,No info,14441,27,6,12,35,5,30,425,330
5143,Jet Airways,Kolkata,Banglore,1,No info,14151,24,5,21,5,20,25,1480,1225
5144,IndiGo,Kolkata,Banglore,1,No info,4226,18,5,23,15,19,35,220,1175
5145,Air India,Delhi,Cochin,2,No info,13381,27,5,19,15,20,15,1380,1215
5146,Multiple carriers,Delhi,Cochin,1,No info,10678,15,6,19,0,4,55,845,295
5147,Jet Airways,Delhi,Cochin,1,No info,12242,27,3,18,50,11,30,440,690
5148,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,21,6,4,20,2,55,85,175
5149,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,4,25,20,55,450,1255
5150,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,15,4,0,40,22,20,140,1340
5151,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,12,0,20,0,960,1200
5152,IndiGo,Kolkata,Banglore,0,No info,5224,18,4,14,5,11,30,155,690
5153,Multiple carriers,Delhi,Cochin,1,No info,14533,18,5,19,15,7,5,730,425
5154,SpiceJet,Mumbai,Hyderabad,0,No info,2017,24,5,0,15,22,45,90,1365
5155,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,12,6,22,0,18,55,185,1135
5156,Multiple carriers,Delhi,Cochin,1,No info,11622,21,3,18,50,10,45,485,645
5157,IndiGo,Banglore,Delhi,0,No info,4823,3,4,21,50,18,55,175,1135
5158,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,11,25,14,5,1280,845
